201117_0859,1,globals,Period,NumPeriods,RepeatTreatment,PracticePeriods,R1WT,R2WT,R3WT,RoundsFor1,RoundsFor2,RoundsFor3,num_subjects,r,r2,r3,r4,r5,Value,i,AuctionStop,AuctionNoStop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,1,globals,1,30,0,14,15,1,1,4,4,4,8,0.021464434,0.723757157,0.985106356,0.002990955,0.405792568,80,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,1,3,0,0,0,1,0.282072319,3,-1,6,A,0,0,0,80,0,0,0,0,0.5,1,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,2,0,0,#NAME?,#NAME?,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,1,1,1,1,-1,-1,-1,-1,-1,0.497399678,3,4,1,0,0,0,0,0,0,80,80,80,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.737396932,-1,-1,1,0,0,0,0,0,0.392627452,A,A,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,2,1,0,0,0,1,0.089684948,1,-1,8,A,0,0,0,80,0,0,0,0,0.5,1,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,2,0,0,#NAME?,#NAME?,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,1,1,1,1,-1,-1,-1,-1,-1,0.328683673,2,2,1,0,0,0,0,0,0,80,80,80,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.069370103,-1,-1,1,0,0,0,0,0,0.304731976,A,A,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,3,2,0,0,0,1,0.150686063,2,-1,5,A,0,0,0,80,0,0,0,0,0.5,1,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,2,0,0,#NAME?,#NAME?,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,1,0,0,0,0,0,1,1,1,1,0.920014102,5,3,1,0,0,0,0,0,80,0,0,0,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.753638332,-1,-1,1,0,0,0,0,0,0.980634804,B,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,4,4,0,0,0,1,0.378979231,4,-1,7,A,0,0,0,80,0,0,0,0,0.5,1,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,2,0,0,#NAME?,#NAME?,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,1,0,0,0,0,0,1,1,1,1,0.578925797,3,4,1,0,0,0,0,0,80,0,0,0,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.529148722,-1,-1,1,0,0,0,0,0,0.721918082,B,B,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,5,2,0,0,0,2,0.580667702,6,-1,3,B,0,0,0,80,0,0,0,0,0.5,0,1,80,0,0,0,0,0,0,0,0,0.75,1,0,0,2,0,0,#NAME?,#NAME?,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,1,1,1,1,1,0,0,0,0,0.826109232,5,5,0,0,0,0,0,0,0,80,80,80,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.880219145,-1,-1,0,0,0,0,0,0,0.535190808,A,B,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,6,3,0,0,0,2,0.906972709,7,-1,1,B,0,0,0,80,0,0,0,0,0.5,0,1,80,0,0,0,0,0,0,0,0,0.75,1,0,0,2,0,0,#NAME?,#NAME?,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,1,0,0,0,0,0,1,1,1,1,0.890473128,3,3,0,0,0,0,0,0,80,0,0,0,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.263079615,-1,-1,0,0,0,0,0,0,0.390752457,B,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,7,4,0,0,0,2,0.92158241,8,-1,4,B,0,0,0,80,0,0,0,0,0.5,0,1,80,0,0,0,0,0,0,0,0,0.75,1,0,0,2,0,0,#NAME?,#NAME?,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,1,1,1,1,1,0,0,0,0,0.120822115,3,3,0,0,0,0,0,0,0,80,80,80,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.579088745,-1,-1,0,0,0,0,0,0,0.630319239,A,B,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,8,8,1,0,0,0,2,0.546822469,5,-1,2,B,0,0,0,80,0,0,0,0,0.5,0,1,80,0,0,0,0,0,0,0,0,0.75,1,0,0,2,0,0,#NAME?,#NAME?,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,1,0,0,0,0,0,1,1,1,1,0.097588454,2,2,0,0,0,0,0,0,80,0,0,0,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.801258621,-1,-1,0,0,0,0,0,0,0.095144737,B,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,contracts,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,logfile,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,globals,Period,NumPeriods,RepeatTreatment,PracticePeriods,R1WT,R2WT,R3WT,RoundsFor1,RoundsFor2,RoundsFor3,num_subjects,r,r2,r3,r4,r5,Value,i,AuctionStop,AuctionNoStop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,globals,9,30,0,14,15,1,1,4,4,4,8,0.013183879,0.510272949,0.033809758,0.853222962,0.74453683,80,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Type,rand,rank,Map,partner,Player,TimeContinueExplainExperimentOK,TimeContinueExplainExperimentInDepthOK,TimeContinueExplainZonesOK,Value,Loss,EZ1,TimeSubmitPracticeSingleZoneOK,pEZ1,PrWin1Z,Win1Z,pWin1Z,PO,TimeContinuePracticeSingleZoneWithInfoOK,PracProb1,TimeSubmitPracticeSingleZoneProbCalcOK,TimeContinueExplainDistrictsOK,TimeContinueExplainWinningCombinationsOK,ED1,TimeSubmitPractice1DistrictNoAdvOK,pED1,PrWin1D,Win1D,pWin1D,TimeContinuePractice1DistrictNoAdvWithInfoOK,PracProb2,TimeSubmitPractice1DistrictNoAdvProbCalcOK,TimeSubmitPractice1DistrictAdvBOK,PrWin1Da,PrWin1Db,TimeContinuePractice1DistrictAdvBWithInfoOK,TimeSubmitPractice1DistrictAdvAProbCalcAOK,PracProb3,TimeSubmitPractice1DistrictAdvBProbCalcEqualEffortOK,TimeSubmitPractice1DistrictAdvAAProbCalcAAWinOK,TimeSubmitPractice1DistrictAdvBBBProbCalcBBBOK,TimeContinueExplainRegionsOK,AnswerRegionQ,TimeContinuePractice1RegionOK,TimeContinueExplainMapsOK,TimeContinueExplainStage1OK,EDG5,ELG5,EW5,EDG4,ELG4,EW4,EDG3,ELG3,EW3,EDG2,ELG2,EW2,EDG1,ELG1,EW1,TimeSubmitStage1WithTimeOK,pEDG5,pELG5,pEW5,pEDG4,pELG4,pEW4,pEDG3,pELG3,pEW3,pEDG2,pELG2,pEW2,pEDG1,pELG1,pEW1,PrWin1a,PrWin1b,PrWin1,PrWin2a,PrWin2b,PrWin2,PrWin3a,PrWin3b,PrWin3,PrWin4a,PrWin4,PrWin5a,PrWin5b,PrWin5,Win1,Win2,Win3,Win4,Win5,pWin1,pWin2,pWin3,pWin4,pWin5,h,r_round,pr_round,Win_practice,TE1,TE2,TE3,TE4,TE5,PO1,PO2,PO3,PO4,PO5,PWDG1,PWLG1,PWW1,PWDG2,PWLG2,PWW2,PWDG3,PWLG3,PWW3,PWDG4,PWLG4,PWw4,PWDG5,PWLG5,PWW5,PWW4,TimeNextRoundStage1WithTimeWithInfoUpdateOK,TimeSubmitStage1OK,TimeNextRoundStage1WithInfoUpdateOK,TimeContinueExplainStage2OK,TimeSubmitStage2WithTimeAllPickOK,pMap,k,Comp_Map,pComp_Map,Win_Stage_2,TimeNextRoundStage2WithTimeAllPickWithInfoUpdateOK,TimeSubmitStage2AllPickOK,TimeNextRoundStage2AllPickWithInfoUpdateOK,TimeContinueExplainVeilOfIgnoranceOK,TimeSubmitStage3WithTimeBothPickAMapOK,t,LType,pLType,TimeSubmitStage3WithTimeAllEffortsOK,Win_Stage_4,TimeNextRoundStage3WithTimeOutcomeWithInfoUpdateOK,TimeSubmitStage3BothPickAMapOK,TimeSubmitStage3AllEffortsOK,TimeNextRoundStage3OutcomeWithInfoUpdateOK,TimeFinishedStage4EndOfComputerizedProcessOK,LeaveStage,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,1,4,0,0,0,1,0.450026742,4,-1,8,A,0,0,0,80,0,0,0,0,0.5,1,-1,80,0,0,0,0,0,0,0,0,0.25,1,-1,0,0,0,0,#NAME?,#NAME?,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,0,1,0,1,0,1,0,1,0,1,0.632478475,4,5,0,0,0,0,0,0,0,80,0,80,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.679326546,-1,-1,1,0,0,0,0,0,0.886757278,B,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,2,2,0,0,0,1,0.120303646,2,-1,5,A,0,0,0,80,0,0,0,0,0.5,1,-1,80,0,0,0,0,0,0,0,0,0.25,1,-1,0,0,0,0,#NAME?,#NAME?,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,1,0,1,0,1,-1,-1,-1,-1,-1,0.000528581,1,1,1,0,0,0,0,0,80,0,80,0,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.878200289,-1,-1,1,0,0,0,0,0,0.238807769,A,A,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,3,3,0,0,0,1,0.18827462,3,-1,7,A,0,0,0,80,0,0,0,0,0.5,1,-1,80,0,0,0,0,0,0,0,0,0.25,1,-1,0,0,0,0,#NAME?,#NAME?,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,0,1,0,1,0,1,0,1,0,1,0.316195839,2,2,0,0,0,0,0,0,0,80,0,80,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.274128364,-1,-1,1,0,0,0,0,0,0.638527219,B,B,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,4,1,0,0,0,1,0.007529755,1,-1,6,A,0,0,0,80,0,0,0,0,0.5,1,-1,80,0,0,0,0,0,0,0,0,0.25,1,-1,0,0,0,0,#NAME?,#NAME?,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,0,1,0,1,0,1,0,1,0,1,0.310512545,2,4,0,0,0,0,0,0,0,80,0,80,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.480887376,-1,-1,1,0,0,0,0,0,0.713330026,B,B,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,5,2,0,0,0,2,0.680562965,6,-1,2,B,0,0,0,80,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,#NAME?,#NAME?,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.75,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.25,0,1,0,1,0,1,0,1,0,1,0.013575614,1,1,0,0,0,0,0,0,0,80,0,80,0,1,0,0.5,1,0,0.5,1,0,0.5,#NAME?,#NAME?,#NAME?,1,0,0.5,0.5,0,0,0,0,0,-1,0.691180509,-1,-1,0,0,0,0,0,0,0.417867266,B,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,6,1,0,0,0,2,0.603718319,5,-1,4,B,0,0,0,80,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,#NAME?,#NAME?,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,1,0,1,0,1,0,1,0,1,0,0.937748946,2,2,1,0,0,0,0,0,80,0,80,0,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.755788509,-1,-1,0,0,0,0,0,0,0.712233609,A,B,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,7,3,0,0,0,2,0.898192007,7,-1,3,B,0,0,0,80,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,#NAME?,#NAME?,0,0,2,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,1,0,1,0,1,0,1,0,1,0,0.761322508,2,2,1,0,0,0,0,0,80,0,80,0,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.186796721,-1,-1,0,0,0,0,0,0,0.199452681,A,B,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,9,8,4,0,0,0,2,0.994685581,8,-1,1,B,0,0,0,80,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,#NAME?,#NAME?,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,1,0,1,0,1,0,1,0,1,0,0.165344005,4,4,1,0,0,0,0,0,80,0,80,0,80,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.394013613,-1,-1,0,0,0,0,0,0,0.357067407,A,B,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,contracts,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,logfile,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,globals,Period,NumPeriods,RepeatTreatment,PracticePeriods,R1WT,R2WT,R3WT,RoundsFor1,RoundsFor2,RoundsFor3,num_subjects,r,r2,r3,r4,r5,Value,i,AuctionStop,AuctionNoStop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,globals,10,30,0,14,15,1,1,4,4,4,8,0.726977819,0.642168073,0.764574252,0.653335622,0.77948582,80,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117_0859,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Type,rand,rank,Map,partner,Player,TimeContinueExplainExperimentOK,TimeContinueExplainExperimentInDepthOK,TimeContinueExplainZonesOK,Value,Loss,EZ1,TimeSubmitPracticeSingleZoneOK,pEZ1,PrWin1Z,Win1Z,pWin1Z,PO,TimeContinuePracticeSingleZoneWithInfoOK,PracProb1,TimeSubmitPracticeSingleZoneProbCalcOK,TimeContinueExplainDistrictsOK,TimeContinueExplainWinningCombinationsOK,ED1,TimeSubmitPractice1DistrictNoAdvOK,pED1,PrWin1D,Win1D,pWin1D,TimeContinuePractice1DistrictNoAdvWithInfoOK,PracProb2,TimeSubmitPractice1DistrictNoAdvProbCalcOK,TimeSubmitPractice1DistrictAdvBOK,PrWin1Da,PrWin1Db,TimeContinuePractice1DistrictAdvBWithInfoOK,TimeSubmitPractice1DistrictAdvAProbCalcAOK,PracProb3,TimeSubmitPractice1DistrictAdvBProbCalcEqualEffortOK,TimeSubmitPractice1DistrictAdvAAProbCalcAAWinOK,TimeSubmitPractice1DistrictAdvBBBProbCalcBBBOK,TimeContinueExplainRegionsOK,AnswerRegionQ,TimeContinuePractice1RegionOK,TimeContinueExplainMapsOK,TimeContinueExplainStage1OK,EDG5,ELG5,EW5,EDG4,ELG4,EW4,EDG3,ELG3,EW3,EDG2,ELG2,EW2,EDG1,ELG1,EW1,TimeSubmitStage1WithTimeOK,pEDG5,pELG5,pEW5,pEDG4,pELG4,pEW4,pEDG3,pELG3,pEW3,pEDG2,pELG2,pEW2,pEDG1,pELG1,pEW1,PrWin1a,PrWin1b,PrWin1,PrWin2a,PrWin2b,PrWin2,PrWin3a,PrWin3b,PrWin3,PrWin4a,PrWin4,PrWin5a,PrWin5b,PrWin5,Win1,Win2,Win3,Win4,Win5,pWin1,pWin2,pWin3,pWin4,pWin5,h,r_round,pr_round,Win_practice,TE1,TE2,TE3,TE4,TE5,PO1,PO2,PO3,PO4,PO5,PWDG1,PWLG1,PWW1,PWDG2,PWLG2,PWW2,PWDG3,PWLG3,PWW3,PWDG4,PWLG4,PWw4,PWDG5,PWLG5,PWW5,PWW4,TimeNextRoundStage1WithTimeWithInfoUpdateOK,TimeSubmitStage1OK,TimeNextRoundStage1WithInfoUpdateOK,TimeContinueExplainStage2OK,TimeSubmitStage2WithTimeAllPickOK,pMap,k,Comp_Map,pComp_Map,Win_Stage_2,TimeNextRoundStage2WithTimeAllPickWithInfoUpdateOK,TimeSubmitStage2AllPickOK,TimeNextRoundStage2AllPickWithInfoUpdateOK,TimeContinueExplainVeilOfIgnoranceOK,TimeSubmitStage3WithTimeBothPickAMapOK,t,LType,pLType,TimeSubmitStage3WithTimeAllEffortsOK,Win_Stage_4,TimeNextRoundStage3WithTimeOutcomeWithInfoUpdateOK,TimeSubmitStage3BothPickAMapOK,TimeSubmitStage3AllEffortsOK,TimeNextRoundStage3OutcomeWithInfoUpdateOK,TimeFinishedStage4EndOfComputerizedProcessOK,LeaveStage,,,,,,,,,,,,,,,,
201117_0859,2,subjects,10,1,4,0,0,0,1,0.409086341,4,-1,7,A,0,0,0,80,0,0,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,3,0,0,#NAME?,#NAME?,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,0,0,0,0,-1,-1,-1,-1,-1,0.381105421,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.815220816,-1,-1,0,0,0,0,0,0,0.155414426,A,B,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201117_0859,2,subjects,10,2,3,0,0,0,1,0.392169654,3,-1,8,A,0,0,0,80,0,0,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,0.25,0,-1,0,3,0,0,#NAME?,#NAME?,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,#NAME?,0.25,#NAME?,#NAME?,0.5,#NAME?,#NAME?,0.5,0.5,0.5,#NAME?,#NAME?,0.75,0,0,0,0,0,-1,-1,-1,-1,-1,0.603992404,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0.5,0,1,0.5,#NAME?,#NAME?,#NAME?,0,1,0.5,0.5,0,0,0,0,0,-1,0.588512183,-1,-1,0,0,0,0,0,0,0.430493872,A,A,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
